material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,formation_energy_per_atom,notes
matbench_mp_e_form_00000,matbench_mp_e_form_0,matbench_mp_e_form_0,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9953836506249996,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00091,matbench_mp_e_form_91,matbench_mp_e_form_91,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1664741225000004,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00092,matbench_mp_e_form_92,matbench_mp_e_form_92,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.817160475,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00093,matbench_mp_e_form_93,matbench_mp_e_form_93,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2616470500000005,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00094,matbench_mp_e_form_94,matbench_mp_e_form_94,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9663626924999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00095,matbench_mp_e_form_95,matbench_mp_e_form_95,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1419742312499994,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00096,matbench_mp_e_form_96,matbench_mp_e_form_96,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.90190739125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00097,matbench_mp_e_form_97,matbench_mp_e_form_97,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.15646410375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00098,matbench_mp_e_form_98,matbench_mp_e_form_98,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9358663925,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00099,matbench_mp_e_form_99,matbench_mp_e_form_99,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0406778450000007,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00100,matbench_mp_e_form_100,matbench_mp_e_form_100,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1538141250000007,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00101,matbench_mp_e_form_101,matbench_mp_e_form_101,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8347940275,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00102,matbench_mp_e_form_102,matbench_mp_e_form_102,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.093032430833333,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00103,matbench_mp_e_form_103,matbench_mp_e_form_103,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9125894049999999,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00104,matbench_mp_e_form_104,matbench_mp_e_form_104,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.17356384125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00105,matbench_mp_e_form_105,matbench_mp_e_form_105,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5424426412500005,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00106,matbench_mp_e_form_106,matbench_mp_e_form_106,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0214485866666667,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00107,matbench_mp_e_form_107,matbench_mp_e_form_107,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5734045875000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00108,matbench_mp_e_form_108,matbench_mp_e_form_108,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5244050775000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00109,matbench_mp_e_form_109,matbench_mp_e_form_109,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9978927325,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00110,matbench_mp_e_form_110,matbench_mp_e_form_110,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2548907650000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00111,matbench_mp_e_form_111,matbench_mp_e_form_111,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.822686315,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00112,matbench_mp_e_form_112,matbench_mp_e_form_112,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0457098175,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00113,matbench_mp_e_form_113,matbench_mp_e_form_113,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.747594152083333,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00114,matbench_mp_e_form_114,matbench_mp_e_form_114,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.215390006666667,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00115,matbench_mp_e_form_115,matbench_mp_e_form_115,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7969751100000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00116,matbench_mp_e_form_116,matbench_mp_e_form_116,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8365388875000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00117,matbench_mp_e_form_117,matbench_mp_e_form_117,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5330480687499994,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00118,matbench_mp_e_form_118,matbench_mp_e_form_118,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.10986294375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00119,matbench_mp_e_form_119,matbench_mp_e_form_119,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0462950512500004,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00120,matbench_mp_e_form_120,matbench_mp_e_form_120,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5292293249999998,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00121,matbench_mp_e_form_121,matbench_mp_e_form_121,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5748756025,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00122,matbench_mp_e_form_122,matbench_mp_e_form_122,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6175364550000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00123,matbench_mp_e_form_123,matbench_mp_e_form_123,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7036582012500001,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00124,matbench_mp_e_form_124,matbench_mp_e_form_124,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.4733849487499997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00125,matbench_mp_e_form_125,matbench_mp_e_form_125,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.00520051375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00126,matbench_mp_e_form_126,matbench_mp_e_form_126,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.88962968375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00127,matbench_mp_e_form_127,matbench_mp_e_form_127,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9956928270833325,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00128,matbench_mp_e_form_128,matbench_mp_e_form_128,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.442245583750001,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00129,matbench_mp_e_form_129,matbench_mp_e_form_129,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2262147133333334,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00130,matbench_mp_e_form_130,matbench_mp_e_form_130,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.78388612,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00131,matbench_mp_e_form_131,matbench_mp_e_form_131,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6961503637499993,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00132,matbench_mp_e_form_132,matbench_mp_e_form_132,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.72404029375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00133,matbench_mp_e_form_133,matbench_mp_e_form_133,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5492614925000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00134,matbench_mp_e_form_134,matbench_mp_e_form_134,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.4887634175000004,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00135,matbench_mp_e_form_135,matbench_mp_e_form_135,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8370810990950006,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00136,matbench_mp_e_form_136,matbench_mp_e_form_136,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8580920162499999,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00137,matbench_mp_e_form_137,matbench_mp_e_form_137,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7943639624999999,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00138,matbench_mp_e_form_138,matbench_mp_e_form_138,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.926219825,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00139,matbench_mp_e_form_139,matbench_mp_e_form_139,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9356089924999993,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00140,matbench_mp_e_form_140,matbench_mp_e_form_140,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9952733200000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00141,matbench_mp_e_form_141,matbench_mp_e_form_141,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9377117650000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00142,matbench_mp_e_form_142,matbench_mp_e_form_142,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7765258224999996,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00143,matbench_mp_e_form_143,matbench_mp_e_form_143,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.4748901187500003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00144,matbench_mp_e_form_144,matbench_mp_e_form_144,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.705748465,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00145,matbench_mp_e_form_145,matbench_mp_e_form_145,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.3319255350000008,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00146,matbench_mp_e_form_146,matbench_mp_e_form_146,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7580760612500002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00147,matbench_mp_e_form_147,matbench_mp_e_form_147,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.323900174166667,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00148,matbench_mp_e_form_148,matbench_mp_e_form_148,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6528309566666666,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00149,matbench_mp_e_form_149,matbench_mp_e_form_149,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.617264175,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00150,matbench_mp_e_form_150,matbench_mp_e_form_150,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0160685512500005,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00151,matbench_mp_e_form_151,matbench_mp_e_form_151,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2341300424999995,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00152,matbench_mp_e_form_152,matbench_mp_e_form_152,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9994397887499997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00153,matbench_mp_e_form_153,matbench_mp_e_form_153,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.01189349125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00154,matbench_mp_e_form_154,matbench_mp_e_form_154,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5695386449999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00155,matbench_mp_e_form_155,matbench_mp_e_form_155,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.386931649166667,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00156,matbench_mp_e_form_156,matbench_mp_e_form_156,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0310227950000006,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00157,matbench_mp_e_form_157,matbench_mp_e_form_157,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8610918516666666,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00158,matbench_mp_e_form_158,matbench_mp_e_form_158,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.35324959,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00159,matbench_mp_e_form_159,matbench_mp_e_form_159,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7995742520833335,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00160,matbench_mp_e_form_160,matbench_mp_e_form_160,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.40572911875,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00161,matbench_mp_e_form_161,matbench_mp_e_form_161,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0227274600000005,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00162,matbench_mp_e_form_162,matbench_mp_e_form_162,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7251881175000006,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00163,matbench_mp_e_form_163,matbench_mp_e_form_163,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7576330608333333,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00164,matbench_mp_e_form_164,matbench_mp_e_form_164,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8121926212499995,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00165,matbench_mp_e_form_165,matbench_mp_e_form_165,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5394507962500001,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00166,matbench_mp_e_form_166,matbench_mp_e_form_166,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1445394,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00167,matbench_mp_e_form_167,matbench_mp_e_form_167,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.684942125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00168,matbench_mp_e_form_168,matbench_mp_e_form_168,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5528570975,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00169,matbench_mp_e_form_169,matbench_mp_e_form_169,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8910820083333322,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00170,matbench_mp_e_form_170,matbench_mp_e_form_170,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8411045291666661,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00171,matbench_mp_e_form_171,matbench_mp_e_form_171,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1545720362500003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00172,matbench_mp_e_form_172,matbench_mp_e_form_172,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0671961712499995,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00173,matbench_mp_e_form_173,matbench_mp_e_form_173,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9002302537499998,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00174,matbench_mp_e_form_174,matbench_mp_e_form_174,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.67180640875,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00175,matbench_mp_e_form_175,matbench_mp_e_form_175,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9190055350000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00176,matbench_mp_e_form_176,matbench_mp_e_form_176,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.52952276625,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00177,matbench_mp_e_form_177,matbench_mp_e_form_177,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9807033312499995,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00178,matbench_mp_e_form_178,matbench_mp_e_form_178,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6602578462499995,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00179,matbench_mp_e_form_179,matbench_mp_e_form_179,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1021535887500002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00180,matbench_mp_e_form_180,matbench_mp_e_form_180,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5797105012500001,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00181,matbench_mp_e_form_181,matbench_mp_e_form_181,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.150250923333333,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00182,matbench_mp_e_form_182,matbench_mp_e_form_182,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7777018149999995,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
